Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_5/0471dc89_4797_4f1f_b1eb_a3bb005721c3/preview_00303107_001.jpg,album; painting,"No: 1999,1202,0.5.5",The month of Savana (Object),,,"One of a series of eight paintings bound in an album. The series are from a 'Baramasa' set or 'Songs of the seasons' providing visual imagery for Baramasa poetry. The main theme is that of nayakas' and nayikas' (lovers) love in union and in separation and their relationship with the months of the year.

The monsoon season is depicted here with lush greenery, peacocks hidden amongst the trees and a black sky with swirls of grey threatening thunderclouds and gold curls of lightning. Krishna and Radha are seated on a carpeted terrace in a house occupying the entire left section of the illustration. Radha tempts her beloved to stay by offering sweet delicacies. The festival of Teej is being celebrated in the foreground. Women bearing a clay statue of a female Goddess (possibly Gauri) advance toward the lotus filled pond where the murti (icon) will be submerged. A cowherd and his cows stand on the banks of the pond, (a symbolic reference to Krishna as the cowherd,) which adds to the charm of the painting.",Author: Keśavdās (Author of the verses only),,,,,,,1675-1700 (circa),Made in: Bundi District,,,,,painted,Height: 30.50 centimetres Image on page ; Height: 56 centimetres Mount ; Height: 25.70 centimetres painting including black and white margins ; Width: 21.70 centimetres Image on page ; Width: 40.70 centimetres Mount ; Width: 16.50 centimetres,"Inscription type: inscription Inscription position: front page Inscription quoted: Album no.10; Inscription type: inscription Inscription position: top Inscription language: Braj Bhasa Inscription script: Devanagari Inscription translation: The poet Keshavdas says that during the month of Sravana the rivers meet the sea making a pleasant scene. Creepers, fresh after the rains cling to trees. There are lightning streaks in the sky and peacocks cry out happily. All lovers meet their beloveds in the month of Sravana. In this month one should certainly not even think of venturing outdoors. Inscription note: Poetry on Baramasa by Keshavdas of Orccha. Translation taken from Dwivedi, V.P., 'Barahmasa. the Song of Seasons in Literature in Art.' 1980.","This series seems to be drawn, composed and coloured by one artist and is so similar to a Bundi Baramasa painting in Pal, P. 'Dancing to the Flute', p.88, as to suggest them belonging to the same series.  The similarity in foliage depiction, architectural details such as the predominant use of white and green, patterning on walls and rooftops, Krishna's face presenting a distinctive profile with large Bundi eye and prominent nose in all paintings in this series point to the hand of one master artist. Krishna's crown on top of an orange turban is present in all of the paintings including the one in Pal, '97, which  further corroborates these belonging to the same series.

This early Bundi series has a vibrant spirit that is imparted by the interplay of brilliant colours, intense emotional cross currents between the lovers that convey the bhakti or devotion of the times, and a lyricism that makes the paintings come alive. The emphasis on diagonal lines impart movement; the lush vegetation and sensuous figures all contribute to the dynamic vibrancy of these works. The figures are modelled and shaded after Mughal painting to impart volume.","Pal 1993 / Pleasure Gardens of the Mind: Indian Paintings from the Jane Greenough Green Collection; Blurton 2006 / Bengali Myths; Ahluwalia 2008 / Rajput Painting: Romantic, Divine and Courtly Art from India",Not on display,"Exhibited:
2007  Aug-Nov, London, The British Museum, Faith, Narrative and Desire.
2015-2016 Dec-Mar, Seoul Arts Centre, The Human Image",,lotus blossom; dancer; actor/actress; poetry; seasons; avatar; deity,Associated with: Keśavdās (Author of the verses only),,,Baramasa; Songs of the Seasons,Donated by: Anonymous,,,,1999,,,Asia,,"1999,1202,0.5.5",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_21/39d3375f_85c6_43fe_b1e2_a3ba015acdc4/preview_00262314_001.jpg,album; painting,"No: 1920,0917,0.267",,,,"The sculptor, Farhad, left, and a male figure, perhaps Khusrau, right, stand on either side of the canal built to supply Shirin with the milk of goats and cows, taken from the Khamseh of Nizami.  On the other side of a small stream stand six goats.  A rocky landscape with minimal foliage decorates the background.  Text at the top of the page has been overpainted.  Painted in opaque watercolour on paper.",Made by: Nadím,,,,,,Mughal dynasty,1610 (circa),Made in: India (historic - pre-1947),,paper,,,painted,"Height: 16.30 centimetres image ; Height: 29 centimetres sheet ; Width: 10.90 centimetres image ; Width: 24.60 centimetres sheet ",Inscription type: signature Inscription note: Nadím,"Out of love for the Persian king, Khusrau, the Armenian queen, Shirin, abandoned her throne and took up residence in the unhealthy region of Kirmanshah.  To slake Shirin's thirst for milk, a sculptor named Farhad was employed to fashion a canal that would run from distant pastures and carry the milk of goats and cows to Shirin's palace.  The text panels on this page were probably removed when the painting was mounted in an album.","Pinder-Wilson 1976 / Paintings from the Muslim courts of India: an exhibition held in the Prints & Drawings Gallery, British Museum; Rogers 1993 / Mughal Miniatures (Eastern Art)",Not on display,"Exhibited:
1976 13 Apr-11 Jul, BM, 'Paintings from the Muslim Courts of India'",,canal scene; herder; literature,Representation of: Farhád;  Representation of: Shirin;  Representation of: Khusrau va Shírín;  Illustration to: Khamsa,,,,Transferred from: British Library,,,Previous owner/ex-collection: Hon Sir Charles Augustus Murray,1920,"From an album of 51 folios (Or 1372, 1920,0917,0.255-303) acquired by the British Museum in 1875 from Sir Charles Murray (1806-1895). Transferred from the Department of Oriental Manuscripts and Printed Books (OMPB) in 1920.",,Middle East,,"1920,0917,0.267",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_12/a0762a46_a862_43b8_b59d_a3b600ca6026/preview_00006868_001.jpg,album; miniature; painting,"No: 1999,1202,0.1.12",The month of Chaitra. March/April. (Object),,,"Painting from an album bound in red striped fabric containing 14 miniatures; with 11 Baramasa (Song of the seasons) paintings (paintings 2 to 12), 1 from Mewar, 2 from thikanas. Opaque watercolour on paper.
The lush foliage of spring, flowering trees and lotus pool is seen in this illustration. The nayika is shown welcoming her lover with garlands after which they are depicted seated in the pavilion.",,,,,,,,1700-1725 (circa),Made in: Amber (?),,textile; paper,,,painted,"Height: 28.60 centimetres painting including grey and white margins. ; Width: 20 centimetres painting including grey and white margins ","Inscription type: inscription Inscription position: first page Inscription language: Hindi Inscription script: Devanagari Inscription note: Mentions 12 baramasa paintings, the first painting is wrongly included; Inscription type: inscription Inscription position: top Inscription language: Braj Bhasa Inscription script: Devanagari Inscription translation: The charming creepers and young trees have blossomed. Rivers and ponds are overflowing with water. Ladies aglow with passion worship their husbands. The parrots, sarikas (bird of the same family as a parrot) and nightingales chirp, for it is spring. The poet Keshavdas says that in this month no one should embrace the thorns (of separation) leaving the flowers (of union). One should not go out and should be firm in this resolve in the month of Chaitra. Inscription note: Verse from poet Keshavdas' Baramasa (song of seasons).","Paintings 2 to 12: The Maharajas of Amber (later Jaipur) served under Mughal armies in the Deccan for prolonged periods of time. This may have led to Deccani influences in their works. See Ebeling, K. 1973, p.79 and Pratapaditya Pal, 'Pleasure Gardens of the Mind, Indian Paintings from the Jane Greenough Green Collection', Los Angeles, 1993, p.105, for examples of Amber paintings from this period.",,Not on display,,,lotus blossom; dancer; actor/actress; seasons; deity; literature,,,,Baramasa,Donated by: Anonymous,,,,1999,,,Asia,,"1999,1202,0.1.12",,,
https://media.britishmuseum.org/media/Repository/Documents/2020_2/13_15/0f255107_4baf_4d91_899f_ab60010663dc/preview_RFI1953.jpg,manuscript; painting,"No: 1968,0722,0.2",,,,Gouache painting on paper. A folio from the Laur Chanda.,,,,,,,,1530 (circa),,Found/Acquired: India,paper,,,painted,"Height: 24.90 centimetres including border ; Width: 19.40 centimetres including border ",,,,Not on display,,,literature,,,,Laur Chanda,Purchased from: Cdr A R Newman,Funded by: Brooke Sewell Permanent Fund,,,1968,,,Asia,,"1968,0722,0.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_7/951602c9_ae79_441f_b744_a3b7007ed57b/preview_00037839_001.jpg,manuscript; painting; book-illustration,"No: 1963,0520,0.2",,,,"Page from a manuscript  of the Bālagopālastuti attributed to Bilvamaṅgala.  On the recto, three vertical red margins divide the leaf in two unequal portions.  A painting on the left in opaque watercolour shows Kṛṣṇa in his four-armed divine form (Nārāyaṇa) dancing.  Two cowgirls prepare and bring him butter while two others and a cowherd also prepare offerings and worship him.  On the right 7 lines of Sanskrit text in black ink including two sections numbered 108 and 109, the latter being a colophon with title and authorship.  On the verso 7 lines of text (vv. 110-112) across the width of the page, which is numbered 21.  On paper.",,,,,,,,1500; 1475-1500,Made in: Rajasthan (?);  Made in: Gujarat (State) (?),,paper,,,painted,Height: 23.20 centimetres; Width: 10.50 centimetres,,"Folio from a dispersed manuscript of this text, with other folios in numerous collections.","Ahluwalia 2008 / Rajput Painting: Romantic, Divine and Courtly Art from India",Not on display,"Exhibited:
1993, University of Warwick, Mead Gallery, Cadences of the Heart",Text on verso obscured by lamination.,myth/legend; hindu deity; literature,Representation of: Kṛṣṇa;  Associated with: Bilvamaṅgala,,,Bālagopālastuti,Donated by: Douglas Barrett,,,,1963,,,Asia,,"1963,0520,0.2",,,
,oil painting,"No: 2003,1028,0.2",Kundalini (Object),,,Large glazed and framed oil painting on canvas depicting a swirling abstract composition dominated by crimson on a dark background.  The central bright design has areas of thickly applied paint while in the black background the contracting of the paint surface has produced a textured effect.,Painted by: Sochi Sen (Sacchidananda Sen),,,,,,,1970-1985,Painted in: Calcutta,,canvas,,,painted,"Height: 100 centimetres excluding frame ; Width: 74 centimetres excluding frame ",,,,On display (Hartwell Room),"Exhibited:
Displayed in the BM exhibition, Deities and Devotion: the art of Hinduism in 1993/4.",,tantric,,,,,Donated by: Dr Francesca Fremantle,,,,2003,Acquired by the donor from the artist in Calcutta.,,Asia,,"2003,1028,0.2",,,
,oil painting,"No: 2004,0408,0.2",,,,Untitled oil painting on canvas.  Central exploding star-like element in bright colours is set against a dark blue background.  Signed and dated.,Painted by: Biren De,,,,,,,1974,Painted in: India,,canvas,,,painted,Height: 96.80 centimetres; Width: 66 centimetres,Inscription type: signature and date Inscription position: reverse Inscription language: English Inscription script: Roman Inscription quoted: Biren de [sic] '74,,Los Angeles 1985 / Neo-Tantra. Contemporary Indian Painting Inspired by Tradition (comparanda); Tuli 1997 / The Flamed-mosaic.  Indian Contemporary Painting. (comparanda),Not on display,,Good,tantric,,,,,Donated by: Dr Achinto Sen-Gupta,,,,2004,,,Asia,,"2004,0408,0.2",,,
,oil painting,"No: 2003,1028,0.1",Boshonto (Object),,,"Large glazed and framed oil painting on canvas.  The subject is abstract and the colour scheme is dominated by crimson, orange and yellow.  The effect of the painting is heightened by the use of impasto and the differential contracting of the paint.",Painted by: Sochi Sen (Sacchidananda Sen),,,,,,,1970-1985,Painted in: Calcutta,,canvas,,,painted,"Height: 90 centimetres excluding frame ; Width: 59 centimetres excluding frame ",,,,Not on display,"Exhibited:
Displayed in the BM exhibition, Deities and Devotion: the art of Hinduism in 1993/4.",The surface of the canvas is cockled at the edges.,tantric,,,,,Donated by: Dr Francesca Fremantle,,,,2003,Acquired by the donor from the artist in Calcutta.,,Asia,,"2003,1028,0.1",,,
,oil painting,"No: 1997,0201,0.2",,,,"Oil painting on canvas. Large luminescant sunlike disc coloured white hot in the centre, then radiating out to fields of yellow to orange to scarlet and set against a greenish background. Signed and dated.",Made by: Biren De,,,,,,,1974,Painted in: Calcutta,,canvas,,,painted,Height: 65 centimetres; Width: 65 centimetres,Inscription type: signature and date Inscription position: reverse Inscription language: English Inscription script: Roman Inscription quoted: Biren De (sic) 74,,,Not on display,,good,tantric; sun/moon,,,,,,,,,1997,,,Asia,,"1997,0201,0.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_0/dcc45955_1b2c_469b_b3a9_a3bb00035ba3/preview_00277870_001.jpg,painting,"No: 1948,1009,0.119",,,,Painting. Literature. A scene from a romance. Painted on Paper.,,,,,,,,1780 (circa),Painted in: Punjab Hills (historic),Found/Acquired: India,paper,,,painted,,,,,Not on display,,,literature,,,,,Bequeathed by: Percival Chater Manuk; Bequeathed by: Gertrude Mary Coles,Funded by: Art Fund (as NACF),,,1948,,,Asia,,"1948,1009,0.119",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_17/32afc2bc_e2d4_40da_9525_a3b7011f058b/preview_00090398_001.jpg,painting; manuscript,"No: 1948,1211,0.4",,,,"Courtiers by a stream; left half of a double-page composition, detached from an illustrated manuscript of Firdawsi's Shahnama. Seven courtiers (three men and four women) rest by a stream filled with three ducks and a fish. The dark stream comprises the bottom of the image, while the figures appear underneath a large white blossoming tree upon a golden hill.
No text.
Ink, opaque watercolour and gold.",,,,,,,Timurid dynasty,1450 (circa),Made in: Shiraz (?);  Made in: India (historic - pre-1947) (?),,paper,,,painted,"Height: 18 centimetres image ; Height: 26.60 centimetres sheet ; Width: 11.50 centimetres image ; Width: 19.80 centimetres sheet ",,"This is the left half of a double-page composition; the right-hand page depicts a ruelr seated in a garden pavilion and is in the Museum of Fine Arts, Boston. The figures in this painting therefore all gaze at the ruler.
By the mid-15th century, most illustrated manuscripts from Shiraz were produced for the marketplace rather than for individual patrons. Elements that characterized Shiraz painting under Ibrahim Sultan (1414-35), such as high horizons, clumps of flowering plants dotted around the landscape and men with pointy moustaches, continued to appear.","Canby 1993 / Persian Painting; Titley 1977 / Miniatures from Persian manuscripts: a catalogue and subject index of paintings from Persia, India and Turkey in the British Library and the British Museum; Hillenbrand 1977 / Imperial Images in Persian Paintings; Robinson 1967 / Persian Miniature Paintings: from collections in the British Isles",Not on display,,,bird; fish; literature; tree/bush,Representation of: Firdausi,,,Shahnameh of Firdausi,"Bequeathed by: Sir Bernard Eckstein, Bart",,,,1948,,,Middle East,,"1948,1211,0.4",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_1/1e9f2063_b147_486c_a061_a3bb0019675f/preview_00285120_001.jpg,painting,"No: 2003,1002,0.10",,,,"Untitled painting on paper.  The image is painted in blues and purples on a deep blue background.  The subject matter is based on tantric ideas and is made up of a central circular  element containing a symbol, possibly a figure.  At the top and bottom, two oval elements overlap with the central circle.  Signed and dated. Mounted.",Painted by: Santosh,,,,,,,1970s,Painted in: India (probably Delhi),,paper,,,painted,Height: 35 centimetres; Width: 31 centimetres,Inscription type: signature and date Inscription position: reverse Inscription language: English Inscription script: Roman,,Los Angeles 1985 / Neo-Tantra. Contemporary Indian Painting Inspired by Tradition (comparanda); Tuli 1997 / The Flamed-mosaic.  Indian Contemporary Painting. (comparanda); Sheikh 1997 / Contemporary Art in Baroda (comparanda),Not on display,,Good.,tantric,,,,,Donated by: Dr Achinto Sen-Gupta,,,,2003,,,Asia,,"2003,1002,0.10",,,
,painting,"No: 2004,0408,0.1",,,,Untitled painting on canvas using acrylic paint.  The subject matter is based on tantric ideas and is made up of a central dark element with a fiery terminal with possible sexual and/or cosmological significance.  Signed and dated.,Painted by: Biren De,,,,,,,1974,Painted in: India,,canvas,,,painted,Height: 59.50 centimetres; Width: 39.50 centimetres,Inscription type: signature and date Inscription position: reverse Inscription language: Bengali Inscription script: Bengali Inscription translation: Biren De 1974; Inscription type: inscription Inscription position: reverse Inscription language: Bengali Inscription script: Bengali Inscription note: Four character Bengali inscription which cannot currently be read.,,Los Angeles 1985 / Neo-Tantra. Contemporary Indian Painting Inspired by Tradition (comparanda); Tuli 1997 / The Flamed-mosaic.  Indian Contemporary Painting. (comparanda),Not on display,,Good.,tantric,,,,,Donated by: Dr Achinto Sen-Gupta,,,,2004,,,Asia,,"2004,0408,0.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_22/e0f7fef1_d305_44c5_85d2_a3ba016f8f9d/preview_00267900_001.jpg,painting,"No: 1974,0617,0.6.5",,,,"Painting. Sultan Abdullah Qutub Shah enthroned with dancers and attendants, formerly bound in a Diwan of Hafiz.  Painted on paper.",,,,,,,Islamic,1630 (circa),Made in: Golconda,Found/Acquired: Golconda,paper,,,painted,,,,,Not on display,,,dancer; prince/princess; attendant; literature,"Portrait of: 'Abdallah Qutub Shah, Sultan of Golconda",,,Diwan of Hafiz,Transferred from: British Library,,,,1974,"From a manuscript presented by Colonel David Ochterlony to William Yule (1764-1839) in Delhi, 10 September 1805. Donated to the British Museum by Yule's sons in 1847 or 1850. Transferred from the Department of Oriental Manuscripts and Printed Books (OMPB) in 1974.",,Asia,,"1974,0617,0.6.5",Miscellaneous number: Add.16762 (British Library number for the Diwan of Hafiz),,
https://media.britishmuseum.org/media/Repository/Documents/2018_2/7_13/2625c771_884d_4c65_8c03_a88000d66d20/preview_RFM1145.jpg,painting,"No: 1974,0617,0.6.1",Diwan of Hafiz (Series),,,"Court scene with Sultan Abdullah Qutub Shah; single-page painting on a detached album folio, formerly bound in a Diwan of Hafiz (British Library number: Add.16762). Side A: Sultan Abdullah Qutub Shah is depicted enthroned and surrounded by attendants, dancers and musicians. No inscription. Side B: gilded floral decoration.
Ink, opaque watercolour and gold on paper.",,,,,,,Late Islamic,1630 (circa),Made in: Golconda,,paper; gold,,,painted; gilded,,,"Prince enthroned with attendants, dancers and musicians
Golconda, about 1630
From a Divan of Hafiz
These five miniatures, painted in an archaising style, were executed at the beginning of the reign of Sultan Abdallah Qutb Shah (1626-72). They have however, no connection with the Divan of Hafiz, copied in 1643, its other miniatures being in a Persian metropolitan style.
The key to the dating of the group is the identification of the figure seated to the left of the throne as Abdullah Qutb Shah's vizier Muhammad ibn i-Khatun, who is also featured in the Darbar painting (1937.4-10.01). Elevated to the rank of vizier in 1629, he was allowed to sit at the side of the sultan's throne. The prince depicted is therefore likely to be the young sultan himself.",,Not on display,,,dancer; sultan/sultana; musician; attendant; literature,"Portrait of: 'Abdallah Qutub Shah, Sultan of Golconda",,,Diwan of Hafiz,Transferred from: British Library,,,,1974,"From a manuscript presented by Colonel David Ochterlony to William Yule (1764-1839) in Delhi, 10 September 1805. Donated to the British Museum by Yule's sons in 1847 or 1850. Transferred from the Department of Oriental Manuscripts and Printed Books (OMPB) in 1974.",,Middle East,,"1974,0617,0.6.1",Miscellaneous number: Add.16762 (British Library number for the Diwan of Hafiz),,
,painting,"No: 2004,0408,0.4",,,,Untitled painting on canvas mounted on board using acrylic paint.  The subject matter is based on tantric ideas and is made up of a central oval element possibly a lingam decorated with three eyes. Signed and dated.,Painted by: Santosh,,,,,,,1974,Painted in: Delhi (city) (probably),,canvas,,,painted,Height: 46 centimetres; Width: 35.60 centimetres,Inscription type: signature and date Inscription position: reverse Inscription language: English Inscription script: Roman Inscription quoted: Santosh 74.; Inscription type: inscription Inscription position: reverse Inscription language: English Inscription script: Roman Inscription quoted: G.R. Santosh.   Acrylic on board/canvas.  1974. Inscription note: In another hand.,,Los Angeles 1985 / Neo-Tantra. Contemporary Indian Painting Inspired by Tradition (comparanda); Tuli 1997 / The Flamed-mosaic.  Indian Contemporary Painting. (comparanda); Sheikh 1997 / Contemporary Art in Baroda,Not on display,,Good. Wooden frame is chipped.,tantric; linga,Associated with: Śiva (Shiva),,,,Donated by: Dr Achinto Sen-Gupta,,,,2004,,,Asia,,"2004,0408,0.4",,,
,painting,"No: 1997,0121,0.2",,,,"Painting on canvas, acrylic, heavily abstracted and sexual imagery; pure monochromatic colour schemes; neo-Tantric school.",Painted by: Biren De,,,,,,,1974,,Found/Acquired: India,canvas,,,painted,Height: 63 - 65 centimetres; Width: 63 - 65 centimetres,,"The artist's bright abstract imagery conveys the neo-Tantricist's spiritual and sexual ideologies, whilst retaining a meditative essence.",Sen-Gupta 2001 / Neo-Tantric 20th Century Indian Painting,Not on display,"Exhibited:
Sep 2020 - Jan 2021, BM, Room 35, ""Tantra: enlightenment to revolution""
Unsold at sale of Contemporary Indian Art at Sotheby's, London in Oct 1996.",,tantric,,,,,Donated by: Dr Achinto Sen-Gupta,,,,1997,"This painting was left unsold at the sale of Contemporary Inian Art at Sotheby's, London in October 1996. Dr. Sen Gupta subsequently donated the painting to the Department of Oriental Antiquities.",,Asia,,"1997,0121,0.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_21/7e38f48d_d53d_4954_903f_a3ba0166026d/preview_00265305_001.jpg,painting,"No: 1979,1112,0.3",,,,Painting. Literature. A group of ascetics presenting fish to Iskandar.From the Iskandarnáma in the Xamsa of Niẓámí. Painted on paper.,,,,,,,Jahangir reign,1620 (circa),Made in: India (historic - pre-1947),,paper,,,painted,Height: 0.27 metres; Width: 0.17 metres,,,"Rogers 1983a / Islamic Art and Design, 1500-1700",Not on display,,,holy person/ascetic; fish; literature,Representation of: Alexander the Great,,,Khamsa of Nizami; Iskandarnama,Purchased from: Bluett & Sons,Funded by: Brooke Sewell Permanent Fund,,,1979,,,Middle East,,"1979,1112,0.3",,,
,painting; album,"No: 1954,0508,0.1.a",,,,"Miniature (fragmentary). Love. Literature. Woman speaking to a man from an upper floor, from Anwár-i Suḥaylí. On paper.",,,,,,,Mughal dynasty,1585 (circa),Made in: India,Found/Acquired: India,paper,,,,"Height: 26.70 centimetres image ; Height: 37.10 centimetres sheet ; Width: 10.40 centimetres image ; Width: 29.30 centimetres sheet ",,,Rogers 1993 / Mughal Miniatures (Eastern Art),Not on display,,,literature,Illustration to: Anwár i-Suḥaylí,,,,Purchased from: Luzac & Co,,,,1954,,,Middle East,,"1954,0508,0.1.a",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_22/2d346f91_85da_4c6d_b753_a3ba016f881f/preview_00267897_001.jpg,painting,"No: 1974,0617,0.6.3",,,,"Palace scene with Sultan Abdullah Qutub Shah; single-page painting on a detached album folio, formerly bound  in a Diwan of Hafiz (British Library number: Add.16762). Depiction of Sultan Abdullah Qutub Shah being looked after by female attendants and drinking on the first floor. In the lower rooms, scene of women's merriment and carousing. No inscription.
Ink, opaque watercolour and gold on paper.",,,,,,,Late Islamic,1630 (circa),Made in: Golconda,,paper; gold,,,painted; gilded,,,,,Not on display,,,prince/princess; literature; palace/mansion; masquerade/party,"Portrait of: 'Abdallah Qutub Shah, Sultan of Golconda",,,Diwan of Hafiz,Transferred from: British Library,,,,1974,"From a manuscript presented by Colonel David Ochterlony to William Yule (1764-1839) in Delhi, 10 September 1805. Donated to the British Museum by Yule's sons in 1847 or 1850. Transferred from the Department of Oriental Manuscripts and Printed Books (OMPB) in 1974.",,Middle East,,"1974,0617,0.6.3",Miscellaneous number: Add.16762 (British Library number for the Diwan of Hafiz),,
https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_14/0822ac11_0299_4df6_8360_a3b600f582cf/preview_00016104_001.jpg,painting,"No: 2003,1002,0.7",,,,"Untitled painting on paper.  The image is painted in shades of red and pink and is contained within a terracotta coloured border.  The subject matter is based on tantric ideas and is made up of a central oval element possibly the ""cosmic egg"" out of which limb-like structures protrude suggesting the shape of a figure sitting in asana.  At the top of the composition, an orange coloured trident and at the the bottom, a yoni-like element.  Signed and dated. Mounted.",Painted by: Santosh,,,,,,,1970s,Painted in: India (probably Delhi),,paper,,,painted,Height: 56 centimetres Mounted ; Height: 34.50 centimetres; Width: 40.50 centimetres Mounted ; Width: 25.50 centimetres,Inscription type: signature and date Inscription position: reverse Inscription language: English Inscription script: Roman,,Los Angeles 1985 / Neo-Tantra. Contemporary Indian Painting Inspired by Tradition (comparanda); Tuli 1997 / The Flamed-mosaic.  Indian Contemporary Painting. (comparanda); Sheikh 1997 / Contemporary Art in Baroda (comparanda),Not on display,"Sep 2020 - Jan 2021, BM, Room 35, ""Tantra: enlightenment to revolution""",Good.,tantric,,,,,Donated by: Dr Achinto Sen-Gupta,,,,2003,,,Asia,,"2003,1002,0.7",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/5e1dce1c_c3c9_4d42_b5a8_a3b9015d11c8/preview_00228271_001.jpg,painting,"No: 2004,0408,0.5",,,,"Untitled painting on canvas mounted on board using acrylic paint.  The subject matter is based on tantric ideas and is made up of a central oval element possibly a lingam.  The central element is coloured using brilliant shades of orange, red, yellow and blue set against a dark grey and green background.  Signed and dated.  Framed.",Painted by: Santosh,,,,,,,1974,Painted in: India (probably Delhi),,canvas,,,painted,Height: 46 centimetres; Width: 35.60 centimetres,Inscription type: signature and date Inscription position: reverse Inscription language: English Inscription script: Roman Inscription quoted: Santosh 74.,,Los Angeles 1985 / Neo-Tantra. Contemporary Indian Painting Inspired by Tradition (comparanda); Tuli 1997 / The Flamed-mosaic.  Indian Contemporary Painting. (comparanda); Sheikh 1997 / Contemporary Art in Baroda (comparanda),Not on display,,Good.  Wooden frame is chipped.,tantric; linga,Associated with: Śiva (Shiva),,,,Donated by: Dr Achinto Sen-Gupta,,,,2004,,,Asia,,"2004,0408,0.5",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_16/d63661ed_e4a3_42f5_b5d5_a3b701133fad/preview_00087162_001.jpg,painting; album,"No: 1937,0710,0.330",,,,"Painting (recto), removed from album. Epic. Literature. Funeral of Iskander. On paper. Signed.",Made by: Salím Quli,,,,,,Mughal dynasty,1620 (circa),Made in: India,Found/Acquired: India,paper,,,painted,,,"The funeral of Iskandar, from a Khamseh of Nizami
Ascribed to Salim Quli
Mughal India, c. 1610
Unlike earlier Persian and Mughal versions of Iskandar's death and burial, this illustration presents the episode soberly. Pallbearers carry his coffin draped with brocaded silk and his turban at one end. In Nizami's version Iskandar fell ill and died near Babylon. Because he believed he had been poisoned, no antidotes could revive him.",Rogers 1993 / Mughal Miniatures (Eastern Art) (This miniature is incorrectly called 1937 7-10 0331),Not on display,,,funeral/funerary rite; persian myth/legend; literature,"Representation of: Alexander the Great;  Illustration to: Nizami (Illustration of Nizami's ""Khamseh"")",,,,Bequeathed by: Charles Hazelwood Shannon,,,,1937,,,Middle East,,"1937,0710,0.330",,,
